HR,PGE,SCE,SDGE,VEA,CAISO,Datetime
8,12463.46,12055.14,2409.89,121.1,27049.59,2023-02-23 08:00:00
9,12013.05,12363.8,2335.62,116.37,26828.84,2023-02-23 09:00:00
10,11546.03,12386.52,2337.17,105.29,26375.01,2023-02-23 10:00:00
11,11098.12,12703.82,2550.24,99.25,26451.44,2023-02-23 11:00:00
12,10822.9,12488.78,2223.29,99.21,25634.19,2023-02-23 12:00:00
13,10501.64,11946.32,1970.71,90.04,24508.71,2023-02-23 13:00:00
14,10100.72,11594.12,1861.09,85.04,23640.97,2023-02-23 14:00:00
15,10307.66,11086.39,1972.79,80.69,23447.53,2023-02-23 15:00:00
16,10373.48,11067.33,2089.16,86.1,23616.07,2023-02-23 16:00:00
17,11011.51,11457.39,2403.86,100.4,24973.16,2023-02-23 17:00:00
18,12324.85,12359.21,2710.89,111.28,27506.24,2023-02-23 18:00:00
19,13058.1,12907.44,2809.76,115.75,28891.05,2023-02-23 19:00:00
20,12962.8,12876.55,2752.47,115.98,28707.8,2023-02-23 20:00:00
21,12636.63,12639.88,2661.49,112.59,28050.58,2023-02-23 21:00:00
22,12220.65,12365.65,2545.08,106.0,27237.39,2023-02-23 22:00:00
23,11569.96,11745.93,2431.55,101.71,25849.15,2023-02-23 23:00:00
0,10972.19,11145.57,2356.76,92.15,24566.67,2023-02-24 00:00:00
1,10499.22,10542.81,2178.69,98.12,23318.83,2023-02-24 01:00:00
2,10178.18,10163.91,2107.19,98.51,22547.79,2023-02-24 02:00:00
3,10028.73,9932.99,2054.51,100.39,22116.61,2023-02-24 03:00:00
4,10204.2,9843.47,2014.72,103.23,22165.62,2023-02-24 04:00:00
5,10159.71,9996.56,2043.24,109.01,22308.51,2023-02-24 05:00:00
6,10724.14,10665.37,2186.38,115.86,23691.75,2023-02-24 06:00:00
7,11675.27,11633.15,2373.45,122.14,25804.02,2023-02-24 07:00:00
8,12410.81,11979.89,2363.63,118.09,26872.42,2023-02-24 08:00:00
9,12470.51,12411.58,2334.32,112.85,27329.26,2023-02-24 09:00:00
10,12369.04,12656.33,2215.19,98.87,27339.42,2023-02-24 10:00:00
11,12439.13,13058.05,2258.28,94.7,27850.16,2023-02-24 11:00:00
12,12091.13,13248.96,2292.33,91.63,27724.05,2023-02-24 12:00:00
13,11789.53,13497.64,2205.33,84.5,27576.99,2023-02-24 13:00:00
14,11518.66,13294.25,2130.61,80.98,27024.49,2023-02-24 14:00:00
15,11027.5,13070.65,2209.65,79.5,26387.3,2023-02-24 15:00:00
16,11213.23,12829.8,2353.19,90.62,26486.84,2023-02-24 16:00:00
17,11368.76,12656.92,2477.26,97.61,26600.55,2023-02-24 17:00:00
18,11949.86,12927.8,2613.16,102.48,27593.31,2023-02-24 18:00:00
19,12524.74,13036.5,2704.54,101.8,28367.58,2023-02-24 19:00:00
20,12534.97,12739.87,2629.02,99.37,28003.22,2023-02-24 20:00:00
21,12174.53,12545.78,2556.54,96.35,27373.2,2023-02-24 21:00:00
22,11863.37,11998.78,2438.63,91.95,26392.73,2023-02-24 22:00:00
23,11296.54,11429.35,2271.0,86.59,25083.47,2023-02-24 23:00:00
0,10670.22,10873.83,2144.03,82.71,23770.78,2023-02-25 00:00:00
1,10320.26,10253.79,2104.93,78.54,22757.51,2023-02-25 01:00:00
2,10259.45,9873.22,2015.79,78.97,22227.44,2023-02-25 02:00:00
3,10066.17,9677.28,2000.06,78.59,21822.11,2023-02-25 03:00:00
4,9938.72,9525.63,1916.04,78.52,21458.9,2023-02-25 04:00:00
5,9969.83,9505.65,1903.63,80.81,21459.92,2023-02-25 05:00:00
6,10168.13,9773.68,1976.12,84.86,22002.79,2023-02-25 06:00:00
7,10626.31,10150.24,2009.84,89.58,22875.97,2023-02-25 07:00:00
8,10989.46,10813.73,2164.24,91.16,24058.59,2023-02-25 08:00:00
9,11159.7,11770.32,2339.48,82.19,25351.68,2023-02-25 09:00:00
10,11345.97,12416.29,2527.58,79.27,26369.1,2023-02-25 10:00:00
11,11103.89,12700.74,2610.0,81.16,26495.79,2023-02-25 11:00:00
12,10621.29,12257.1,2590.25,79.24,25547.89,2023-02-25 12:00:00
13,10470.95,11692.45,2500.13,81.66,24745.18,2023-02-25 13:00:00
14,10250.4,11282.83,2469.34,86.88,24089.44,2023-02-25 14:00:00
15,10612.44,11305.67,2342.62,90.81,24351.54,2023-02-25 15:00:00
16,10646.24,11214.88,2174.04,97.97,24133.13,2023-02-25 16:00:00
17,10402.05,11313.02,2237.5,111.61,24064.17,2023-02-25 17:00:00
18,11274.48,11889.41,2492.74,117.59,25774.22,2023-02-25 18:00:00
19,11869.62,12377.52,2685.09,116.78,27049.01,2023-02-25 19:00:00
20,11793.03,12282.1,2649.81,113.82,26838.77,2023-02-25 20:00:00
21,11549.88,12127.2,2588.74,109.4,26375.22,2023-02-25 21:00:00
22,11289.0,11844.03,2513.18,107.33,25753.53,2023-02-25 22:00:00
23,10745.78,11299.4,2372.89,103.13,24521.21,2023-02-25 23:00:00
0,10158.31,10821.85,2242.65,100.44,23323.25,2023-02-26 00:00:00
1,10136.73,10388.32,2229.24,90.56,22844.85,2023-02-26 01:00:00
2,9820.18,9998.81,2127.37,89.55,22035.92,2023-02-26 02:00:00
3,9556.53,9747.37,2051.37,90.49,21445.77,2023-02-26 03:00:00
4,9492.66,9660.82,2045.47,91.55,21290.5,2023-02-26 04:00:00
5,9490.25,9625.96,2028.56,95.34,21240.12,2023-02-26 05:00:00
6,9469.77,9816.94,2128.94,100.17,21515.81,2023-02-26 06:00:00
7,9687.76,10024.26,2090.6,113.93,21916.55,2023-02-26 07:00:00
8,10253.01,10365.51,2119.48,107.51,22845.52,2023-02-26 08:00:00
9,10546.94,9901.01,1872.21,96.83,22417.0,2023-02-26 09:00:00
10,9998.01,9577.68,1978.12,87.09,21640.91,2023-02-26 10:00:00
11,9826.39,9635.63,1770.69,79.68,21312.38,2023-02-26 11:00:00
12,10039.17,9588.97,1361.93,71.14,21061.2,2023-02-26 12:00:00
13,10344.1,9452.43,1259.45,66.65,21122.64,2023-02-26 13:00:00
14,10530.26,9586.05,1260.89,62.01,21439.21,2023-02-26 14:00:00
15,10903.16,9738.14,1523.32,60.97,22225.59,2023-02-26 15:00:00
16,11346.14,9759.53,1794.74,62.45,22962.85,2023-02-26 16:00:00
17,11705.9,10240.29,2024.5,77.62,24048.32,2023-02-26 17:00:00
18,11946.78,11143.84,2364.93,91.98,25547.52,2023-02-26 18:00:00
19,12504.09,11852.23,2607.94,97.24,27061.49,2023-02-26 19:00:00
20,12373.66,11761.01,2592.06,98.32,26825.06,2023-02-26 20:00:00
21,11946.73,11677.59,2542.57,95.99,26262.88,2023-02-26 21:00:00
22,11576.69,11547.89,2446.98,93.06,25664.61,2023-02-26 22:00:00
23,10804.38,11070.89,2280.52,88.79,24244.58,2023-02-26 23:00:00
0,10244.55,10339.83,2119.35,79.13,22782.85,2023-02-27 00:00:00
1,10098.87,9879.16,2115.6,79.42,22173.05,2023-02-27 01:00:00
2,9856.95,9774.57,2104.41,80.85,21816.77,2023-02-27 02:00:00
3,9713.83,9602.56,2059.08,84.05,21459.52,2023-02-27 03:00:00
4,9742.97,9466.12,2038.11,87.71,21334.92,2023-02-27 04:00:00
5,9960.0,9748.08,2067.36,92.33,21867.77,2023-02-27 05:00:00
6,10379.65,10574.85,2215.57,107.9,23277.97,2023-02-27 06:00:00
7,11494.32,11411.11,2449.0,115.71,25470.14,2023-02-27 07:00:00
8,12293.25,12141.78,2457.58,111.42,27004.03,2023-02-27 08:00:00
9,12494.51,12687.73,2213.09,95.96,27491.28,2023-02-27 09:00:00
10,12718.33,12207.82,1964.8,81.92,26972.87,2023-02-27 10:00:00
11,12971.3,12263.14,1868.5,76.57,27179.51,2023-02-27 11:00:00
12,13350.79,12254.17,1845.14,73.33,27523.44,2023-02-27 12:00:00
13,12862.8,12148.87,1755.27,74.74,26841.68,2023-02-27 13:00:00
14,11953.28,12391.88,1637.61,72.02,26054.79,2023-02-27 14:00:00
15,11452.96,12289.98,1670.91,70.97,25484.81,2023-02-27 15:00:00
16,11465.95,11954.23,1840.24,76.24,25336.66,2023-02-27 16:00:00
17,11798.49,11924.5,2171.35,82.7,25977.04,2023-02-27 17:00:00
18,12710.16,12376.71,2559.51,91.38,27737.76,2023-02-27 18:00:00
19,13468.75,12812.09,2748.89,96.93,29126.66,2023-02-27 19:00:00
20,13253.8,12702.26,2700.72,95.34,28752.11,2023-02-27 20:00:00
21,12901.5,12500.35,2607.55,93.71,28103.11,2023-02-27 21:00:00
22,12347.24,12085.79,2471.51,91.0,26995.53,2023-02-27 22:00:00
23,11548.35,11440.44,2306.67,86.47,25381.94,2023-02-27 23:00:00
0,10810.87,10822.14,2103.27,83.71,23819.99,2023-02-28 00:00:00
1,10712.51,10200.15,2089.95,82.31,23084.92,2023-02-28 01:00:00
2,10332.3,9858.35,2042.16,81.06,22313.87,2023-02-28 02:00:00
3,10079.92,9648.6,1961.61,83.19,21773.32,2023-02-28 03:00:00
4,10098.81,9615.92,1951.76,85.58,21752.07,2023-02-28 04:00:00
5,10361.18,9772.45,1968.61,91.0,22193.24,2023-02-28 05:00:00
6,10625.79,10430.81,2144.24,99.07,23299.91,2023-02-28 06:00:00
7,11688.01,11365.07,2329.09,106.66,25488.84,2023-02-28 07:00:00
8,12428.75,11554.24,2443.04,101.61,26527.63,2023-02-28 08:00:00
9,12714.76,11303.65,2500.96,93.5,26612.87,2023-02-28 09:00:00
10,12342.53,11057.47,2369.99,86.91,25856.9,2023-02-28 10:00:00
11,12112.85,11108.91,2042.44,78.26,25342.46,2023-02-28 11:00:00
12,11879.71,11075.83,1843.58,68.03,24867.15,2023-02-28 12:00:00
13,11477.44,10757.21,1536.02,65.26,23835.93,2023-02-28 13:00:00
14,11533.36,10488.48,1534.71,64.94,23621.49,2023-02-28 14:00:00
15,11346.57,10617.6,1703.0,70.23,23737.4,2023-02-28 15:00:00
16,11642.47,10583.76,1855.49,72.89,24154.62,2023-02-28 16:00:00
17,12201.54,10993.34,2110.36,77.97,25383.2,2023-02-28 17:00:00
18,12800.64,11800.88,2548.42,86.79,27236.72,2023-02-28 18:00:00
19,13363.54,12330.66,2787.07,92.59,28573.86,2023-02-28 19:00:00
20,13123.18,12305.2,2757.0,92.39,28277.77,2023-02-28 20:00:00
21,12708.03,12198.84,2581.28,89.91,27578.06,2023-02-28 21:00:00
22,12191.68,11825.66,2467.11,86.95,26571.41,2023-02-28 22:00:00
23,11412.71,11201.07,2275.76,84.94,24974.49,2023-02-28 23:00:00
0,10735.63,10659.58,2156.86,82.78,23634.85,2023-03-01 00:00:00
1,10402.93,10075.84,2141.13,81.02,22700.92,2023-03-01 01:00:00
2,10432.35,9646.1,2027.19,80.75,22186.39,2023-03-01 02:00:00
3,10414.4,9401.03,1932.22,81.97,21829.62,2023-03-01 03:00:00
4,10410.79,9352.42,1919.0,83.02,21765.22,2023-03-01 04:00:00
5,10292.22,9657.23,1993.14,88.72,22031.3,2023-03-01 05:00:00
6,10994.76,10240.2,2091.89,98.31,23425.16,2023-03-01 06:00:00
7,12106.57,11155.44,2403.94,110.51,25776.46,2023-03-01 07:00:00
8,12268.04,11773.26,2541.85,117.57,26700.71,2023-03-01 08:00:00
9,11257.44,12310.98,2471.46,115.8,26155.68,2023-03-01 09:00:00
10,10171.78,12005.37,2417.31,102.39,24696.85,2023-03-01 10:00:00
11,9449.03,11418.7,2453.31,86.24,23407.28,2023-03-01 11:00:00
12,8704.06,11676.73,2541.38,80.59,23002.77,2023-03-01 12:00:00
13,8773.62,11304.91,2319.1,77.9,22475.53,2023-03-01 13:00:00
14,8424.3,11095.62,2011.02,74.61,21605.55,2023-03-01 14:00:00
15,8460.44,11031.58,2030.31,71.28,21593.62,2023-03-01 15:00:00
16,9110.52,10960.64,2285.01,74.87,22431.04,2023-03-01 16:00:00
17,10168.74,11201.97,2540.49,84.2,23995.41,2023-03-01 17:00:00
18,11869.88,11884.5,2719.58,96.43,26570.4,2023-03-01 18:00:00
19,12880.2,12745.47,2909.95,102.14,28637.75,2023-03-01 19:00:00
20,12912.78,12814.33,2866.36,103.5,28696.96,2023-03-01 20:00:00
21,12631.9,12649.04,2773.34,103.34,28157.63,2023-03-01 21:00:00
22,12282.05,12424.23,2644.69,101.64,27452.61,2023-03-01 22:00:00
23,11564.51,11749.16,2468.09,99.07,25880.84,2023-03-01 23:00:00
0,11047.29,11188.56,2514.15,97.84,24847.83,2023-03-02 00:00:00
1,10900.36,10681.55,2252.81,95.77,23930.48,2023-03-02 01:00:00
2,10690.0,10224.22,2196.21,95.64,23206.08,2023-03-02 02:00:00
3,10448.64,9960.54,2135.97,98.31,22643.47,2023-03-02 03:00:00
4,10413.51,9899.05,2151.8,101.12,22565.48,2023-03-02 04:00:00
5,10551.97,10240.14,2208.7,106.49,23107.3,2023-03-02 05:00:00
6,11333.52,10962.57,2347.85,113.93,24757.87,2023-03-02 06:00:00
7,12383.48,11813.12,2594.95,121.72,26913.27,2023-03-02 07:00:00
8,12403.24,11766.57,2527.35,113.97,26811.14,2023-03-02 08:00:00
9,11393.15,11362.32,2236.14,101.33,25092.95,2023-03-02 09:00:00
10,9861.55,11128.7,1940.84,91.33,23022.42,2023-03-02 10:00:00
11,9181.13,10519.83,1637.38,81.4,21419.74,2023-03-02 11:00:00
12,8992.82,10450.67,1431.81,73.02,20948.31,2023-03-02 12:00:00
13,8973.96,10232.88,1370.84,66.72,20644.4,2023-03-02 13:00:00
14,8930.23,10052.98,1546.32,61.95,20591.52,2023-03-02 14:00:00
15,8736.47,9718.84,1694.65,58.76,20208.72,2023-03-02 15:00:00
16,9110.16,9749.94,1971.4,59.62,20891.12,2023-03-02 16:00:00
17,9923.78,10035.2,2091.12,64.9,22115.0,2023-03-02 17:00:00
18,11439.67,11045.05,2428.4,74.27,24987.4,2023-03-02 18:00:00
19,12537.87,11890.61,2663.34,84.64,27176.47,2023-03-02 19:00:00
20,12571.24,11914.33,2661.45,88.31,27235.33,2023-03-02 20:00:00
21,12353.95,11806.18,2602.83,89.65,26852.6,2023-03-02 21:00:00
22,11927.16,11718.64,2509.96,88.61,26244.36,2023-03-02 22:00:00
23,11224.88,11146.7,2332.11,87.16,24790.85,2023-03-02 23:00:00
0,10564.8,10596.58,2176.5,86.46,23424.34,2023-03-03 00:00:00
1,10288.73,10153.64,2180.87,87.05,22710.29,2023-03-03 01:00:00
2,10016.8,10039.2,2135.64,89.13,22280.77,2023-03-03 02:00:00
3,10163.32,9684.24,2077.12,92.06,22016.75,2023-03-03 03:00:00
4,10227.02,9620.46,2072.44,96.38,22016.29,2023-03-03 04:00:00
5,10146.01,9779.76,2077.67,102.77,22106.21,2023-03-03 05:00:00
6,10850.73,10485.34,2217.46,111.9,23665.41,2023-03-03 06:00:00
7,11891.87,11266.55,2426.07,118.91,25703.41,2023-03-03 07:00:00
8,12496.84,11418.82,2374.86,109.1,26399.62,2023-03-03 08:00:00
9,12031.58,11067.29,2007.82,93.05,25199.74,2023-03-03 09:00:00
10,10885.25,10322.57,1670.03,77.56,22955.4,2023-03-03 10:00:00
11,9795.17,9982.83,1418.43,64.3,21260.73,2023-03-03 11:00:00
12,8958.84,9772.96,1403.06,55.58,20190.45,2023-03-03 12:00:00
13,8521.29,9352.82,1332.68,49.09,19255.88,2023-03-03 13:00:00
14,8387.4,9074.24,1379.18,46.6,18887.43,2023-03-03 14:00:00
15,8729.32,9229.98,1529.71,47.09,19536.1,2023-03-03 15:00:00
16,9521.89,9403.29,1685.99,49.07,20660.24,2023-03-03 16:00:00
17,10169.07,9904.28,1988.03,52.85,22114.23,2023-03-03 17:00:00
18,11322.84,10600.81,2345.83,61.98,24331.45,2023-03-03 18:00:00
19,12158.05,11390.79,2558.55,70.24,26177.63,2023-03-03 19:00:00
20,12172.49,11426.8,2544.25,72.98,26216.52,2023-03-03 20:00:00
21,11936.01,11233.99,2492.37,74.89,25737.25,2023-03-03 21:00:00
22,11662.93,11086.02,2415.75,74.85,25239.55,2023-03-03 22:00:00
23,11172.72,10715.4,2275.89,74.72,24238.73,2023-03-03 23:00:00
0,10547.36,10240.69,2138.37,74.42,23000.84,2023-03-04 00:00:00
1,10310.83,9812.19,2145.64,75.02,22343.68,2023-03-04 01:00:00
2,10064.02,9449.55,2083.06,77.43,21674.06,2023-03-04 02:00:00
3,10012.86,9253.76,2035.39,80.29,21382.3,2023-03-04 03:00:00
4,9888.21,9132.83,1995.08,82.89,21099.0,2023-03-04 04:00:00
5,9932.23,9195.61,1991.76,86.47,21206.06,2023-03-04 05:00:00
6,10155.77,9434.61,2017.38,91.65,21699.41,2023-03-04 06:00:00
7,10612.46,9648.78,2080.17,97.11,22438.53,2023-03-04 07:00:00
8,10675.08,9619.69,2034.42,90.44,22419.63,2023-03-04 08:00:00
9,10833.7,10091.37,2074.89,84.9,23084.86,2023-03-04 09:00:00
10,10379.64,9930.49,2054.06,76.55,22440.74,2023-03-04 10:00:00
11,10898.91,10341.08,2085.21,74.81,23400.0,2023-03-04 11:00:00
12,11095.55,10289.07,2045.13,68.52,23498.28,2023-03-04 12:00:00
13,10611.81,9702.28,1714.5,62.1,22090.69,2023-03-04 13:00:00
14,9875.49,8811.17,1701.33,52.54,20440.53,2023-03-04 14:00:00
15,9181.21,8431.77,1533.4,51.29,19197.68,2023-03-04 15:00:00
16,9111.87,8558.35,1723.65,54.36,19448.24,2023-03-04 16:00:00
17,10006.05,9057.14,2013.71,59.01,21135.92,2023-03-04 17:00:00
18,11230.16,10037.68,2308.99,69.04,23645.87,2023-03-04 18:00:00
19,12153.59,10853.91,2518.74,77.43,25603.67,2023-03-04 19:00:00
20,12183.73,10947.53,2502.59,78.91,25712.76,2023-03-04 20:00:00
21,11897.45,10806.92,2430.66,78.41,25213.45,2023-03-04 21:00:00
22,11615.88,10647.0,2355.8,78.22,24696.9,2023-03-04 22:00:00
23,11303.8,10339.59,2224.81,76.6,23944.81,2023-03-04 23:00:00
0,10880.75,9946.44,2088.08,75.28,22990.56,2023-03-05 00:00:00
1,10534.21,9638.22,2098.44,75.94,22346.81,2023-03-05 01:00:00
2,10237.57,9267.12,2006.7,77.07,21588.45,2023-03-05 02:00:00
3,10201.5,8961.57,1953.17,79.61,21195.86,2023-03-05 03:00:00
4,10022.47,8855.85,1937.59,81.37,20897.28,2023-03-05 04:00:00
5,9882.09,8792.44,1891.91,84.6,20651.03,2023-03-05 05:00:00
6,9993.63,8934.38,1916.37,90.28,20934.67,2023-03-05 06:00:00
7,10160.9,9038.96,1955.77,95.27,21250.9,2023-03-05 07:00:00
8,10607.6,9171.16,1931.38,90.24,21800.38,2023-03-05 08:00:00
9,10285.17,8986.49,1824.08,86.54,21182.28,2023-03-05 09:00:00
10,10178.3,9527.71,1645.44,78.74,21430.19,2023-03-05 10:00:00
11,9702.01,10172.71,1561.51,69.78,21506.01,2023-03-05 11:00:00
12,9344.43,10046.21,1542.96,65.32,20998.92,2023-03-05 12:00:00
13,9125.53,9630.37,1724.14,64.88,20544.92,2023-03-05 13:00:00
14,8910.77,9442.18,1555.35,66.38,19974.68,2023-03-05 14:00:00
15,8926.62,9311.86,1558.57,66.12,19863.17,2023-03-05 15:00:00
16,9652.22,9225.57,1850.99,71.4,20800.18,2023-03-05 16:00:00
17,9885.28,9452.43,2070.69,76.2,21484.59,2023-03-05 17:00:00
18,11169.78,10347.62,2332.52,81.76,23931.67,2023-03-05 18:00:00
19,12217.91,11160.85,2544.26,87.0,26010.01,2023-03-05 19:00:00
20,12339.2,11166.02,2516.69,86.8,26108.72,2023-03-05 20:00:00
21,12152.97,11058.16,2454.31,85.19,25750.63,2023-03-05 21:00:00
22,11739.88,10874.41,2352.68,81.66,25048.64,2023-03-05 22:00:00
23,11041.25,10428.28,2195.02,78.09,23742.65,2023-03-05 23:00:00
0,10495.33,9808.45,2050.03,75.27,22429.08,2023-03-06 00:00:00
1,10717.04,9423.51,2080.8,74.44,22295.79,2023-03-06 01:00:00
2,10530.26,9545.27,2043.33,74.49,22193.35,2023-03-06 02:00:00
3,10241.48,9063.16,2002.82,76.33,21383.8,2023-03-06 03:00:00
4,10160.47,8913.1,1926.29,78.2,21078.07,2023-03-06 04:00:00
5,10380.61,9217.93,1969.07,82.51,21650.12,2023-03-06 05:00:00
6,11017.8,9927.25,2122.47,90.72,23158.22,2023-03-06 06:00:00
7,11779.55,10796.27,2314.82,98.5,24989.14,2023-03-06 07:00:00
8,12347.51,11032.6,2252.36,92.79,25725.27,2023-03-06 08:00:00
9,11588.62,11033.75,2182.04,83.72,24888.13,2023-03-06 09:00:00
10,11092.79,10962.25,2093.14,72.35,24220.52,2023-03-06 10:00:00
11,10504.55,10965.18,1939.32,64.88,23473.93,2023-03-06 11:00:00
12,10411.97,10890.59,1712.88,61.44,23076.89,2023-03-06 12:00:00
13,9921.38,10628.88,1524.02,55.18,22129.46,2023-03-06 13:00:00
14,9604.2,10361.36,1516.62,55.98,21538.16,2023-03-06 14:00:00
15,9961.29,10118.32,1851.43,54.82,21985.86,2023-03-06 15:00:00
16,10121.05,9829.44,2054.52,56.55,22061.57,2023-03-06 16:00:00
17,11200.67,10384.89,2277.15,62.13,23924.84,2023-03-06 17:00:00
18,12127.27,11105.19,2512.3,71.33,25816.1,2023-03-06 18:00:00
19,12981.59,11893.31,2682.93,80.45,27638.27,2023-03-06 19:00:00
20,13038.98,11935.84,2641.88,82.71,27699.4,2023-03-06 20:00:00
21,12704.49,11764.09,2557.46,83.1,27109.14,2023-03-06 21:00:00
22,12310.43,11611.16,2430.61,81.25,26433.45,2023-03-06 22:00:00
23,11612.91,11013.11,2237.69,78.11,24941.82,2023-03-06 23:00:00
0,10953.54,10416.56,2081.48,76.31,23527.89,2023-03-07 00:00:00
1,10492.81,9845.23,2086.07,75.51,22499.61,2023-03-07 01:00:00
2,10555.26,9533.66,2063.01,76.56,22228.49,2023-03-07 02:00:00
3,10366.19,9394.32,2006.03,79.21,21845.75,2023-03-07 03:00:00
4,10236.42,9299.88,1916.7,83.05,21536.05,2023-03-07 04:00:00
5,10259.18,9559.31,1979.73,89.13,21887.34,2023-03-07 05:00:00
6,10869.85,10292.79,2096.79,98.11,23357.54,2023-03-07 06:00:00
7,11896.87,11135.29,2282.98,107.47,25422.61,2023-03-07 07:00:00
8,12297.54,11130.86,2278.91,98.21,25805.52,2023-03-07 08:00:00
9,11098.23,11398.42,1896.27,84.62,24477.54,2023-03-07 09:00:00
10,10303.77,10425.74,1702.44,71.9,22503.85,2023-03-07 10:00:00
11,9934.97,10560.71,1568.45,62.52,22126.65,2023-03-07 11:00:00
12,9515.51,10150.19,1400.34,56.36,21122.4,2023-03-07 12:00:00
13,9346.15,10284.4,1427.4,52.76,21110.71,2023-03-07 13:00:00
14,9412.04,10062.41,1440.24,50.85,20965.55,2023-03-07 14:00:00
15,9645.12,9585.44,1520.97,50.01,20801.53,2023-03-07 15:00:00
16,10174.06,9384.0,1609.76,52.12,21219.94,2023-03-07 16:00:00
17,10708.0,10023.63,2000.72,58.01,22790.35,2023-03-07 17:00:00
18,11981.68,10828.26,2373.27,66.79,25250.0,2023-03-07 18:00:00
19,12962.86,11621.97,2631.67,75.78,27292.27,2023-03-07 19:00:00
20,13023.39,11624.9,2611.44,77.86,27337.59,2023-03-07 20:00:00
21,12800.15,11531.65,2538.87,78.6,26949.27,2023-03-07 21:00:00
22,12366.16,11391.88,2429.11,78.48,26265.64,2023-03-07 22:00:00
23,11603.62,10779.04,2247.0,77.06,24706.71,2023-03-07 23:00:00
0,10939.05,10250.92,2094.72,75.82,23360.51,2023-03-08 00:00:00
1,10586.41,9904.37,2135.19,77.16,22703.13,2023-03-08 01:00:00
2,10419.14,9892.27,2065.66,78.97,22456.04,2023-03-08 02:00:00
3,10344.82,9700.13,2081.75,81.7,22208.4,2023-03-08 03:00:00
4,10195.6,9494.48,2013.68,83.83,21787.59,2023-03-08 04:00:00
5,10361.27,9750.42,2002.19,89.14,22203.03,2023-03-08 05:00:00
6,11048.11,10440.24,2164.5,96.12,23748.96,2023-03-08 06:00:00
7,11991.42,11257.59,2353.35,103.29,25705.64,2023-03-08 07:00:00
8,12527.12,11360.27,2278.93,100.97,26267.29,2023-03-08 08:00:00
9,11917.29,11564.9,1978.69,94.77,25555.65,2023-03-08 09:00:00
10,11180.77,11281.28,1895.88,86.09,24444.01,2023-03-08 10:00:00
11,10551.84,11011.34,1697.79,80.56,23341.53,2023-03-08 11:00:00
12,9873.25,10283.1,1536.64,73.57,21766.56,2023-03-08 12:00:00
13,9672.34,9871.8,1466.81,66.84,21077.79,2023-03-08 13:00:00
14,9770.86,9779.75,1536.51,58.37,21145.49,2023-03-08 14:00:00
15,9707.41,9463.67,1361.71,57.64,20590.43,2023-03-08 15:00:00
16,10132.26,9287.14,1616.34,61.64,21097.38,2023-03-08 16:00:00
17,10529.97,9906.71,2020.56,64.65,22521.89,2023-03-08 17:00:00
18,11699.24,10858.91,2379.66,72.18,25010.0,2023-03-08 18:00:00
19,12796.79,11708.48,2638.81,79.78,27223.86,2023-03-08 19:00:00
20,12913.99,11930.24,2621.28,82.55,27548.05,2023-03-08 20:00:00
21,12683.49,11786.2,2543.07,82.82,27095.57,2023-03-08 21:00:00
22,12332.66,11513.7,2438.1,80.48,26364.93,2023-03-08 22:00:00
23,11649.82,11106.3,2259.12,77.91,25093.15,2023-03-08 23:00:00
0,11054.54,10527.35,2118.31,76.9,23777.1,2023-03-09 00:00:00
1,10865.81,10134.72,2116.32,78.11,23194.97,2023-03-09 01:00:00
2,10816.04,9956.29,2063.71,79.94,22915.98,2023-03-09 02:00:00
3,10900.49,9861.9,2073.59,83.51,22919.49,2023-03-09 03:00:00
4,10883.3,9616.7,2008.66,87.79,22596.46,2023-03-09 04:00:00
5,10666.54,9893.45,2024.66,94.15,22678.81,2023-03-09 05:00:00
6,11197.86,10595.41,2130.39,103.64,24027.3,2023-03-09 06:00:00
7,12167.73,11315.12,2317.75,110.51,25911.09,2023-03-09 07:00:00
8,12423.74,11208.36,2377.79,108.51,26118.4,2023-03-09 08:00:00
9,12028.8,11266.53,1979.35,98.83,25373.51,2023-03-09 09:00:00
10,11668.15,10755.66,1673.55,77.63,24175.0,2023-03-09 10:00:00
11,11519.65,10794.89,1606.93,64.47,23985.94,2023-03-09 11:00:00
12,11737.6,10413.49,1536.74,55.41,23743.24,2023-03-09 12:00:00
13,12143.12,10228.58,1433.67,50.57,23855.93,2023-03-09 13:00:00
14,12515.31,10259.56,1443.77,51.85,24270.48,2023-03-09 14:00:00
15,12727.46,10157.68,1390.36,50.08,24325.58,2023-03-09 15:00:00
16,12856.61,10346.58,1679.18,53.23,24935.59,2023-03-09 16:00:00
17,13114.63,10542.99,1970.9,57.4,25685.92,2023-03-09 17:00:00
18,13636.43,11303.57,2354.21,64.01,27358.22,2023-03-09 18:00:00
19,13833.52,11845.13,2558.74,70.75,28308.13,2023-03-09 19:00:00
20,13427.98,11838.88,2545.08,70.78,27882.71,2023-03-09 20:00:00
21,13005.4,11674.24,2501.47,69.02,27250.13,2023-03-09 21:00:00
22,12557.06,11474.5,2355.97,66.07,26453.6,2023-03-09 22:00:00
23,11807.05,10973.84,2190.82,62.39,25034.09,2023-03-09 23:00:00
0,11060.96,10317.2,2058.97,59.08,23496.22,2023-03-10 00:00:00
1,10661.03,9957.63,2159.1,56.97,22834.73,2023-03-10 01:00:00
2,10679.64,9603.74,2128.34,55.85,22467.56,2023-03-10 02:00:00
3,10284.81,9413.42,2044.12,55.99,21798.34,2023-03-10 03:00:00
4,10133.8,9242.06,2012.49,56.46,21444.82,2023-03-10 04:00:00
5,9875.43,9403.54,1919.1,59.03,21257.1,2023-03-10 05:00:00
