HR,PGE,SCE,SDGE,VEA,CAISO,Datetime
13,8512.48,9717.7,1917.06,84.11,20231.35,2023-05-29 13:00:00
14,8523.48,9540.9,1883.15,68.65,20016.18,2023-05-29 14:00:00
15,8832.96,9292.71,2015.43,72.73,20213.83,2023-05-29 15:00:00
16,9429.27,8910.58,2049.84,75.84,20465.53,2023-05-29 16:00:00
17,9904.13,9268.54,1847.45,78.34,21098.46,2023-05-29 17:00:00
18,10608.8,9985.17,1987.95,80.23,22662.15,2023-05-29 18:00:00
19,11578.96,10638.62,2150.09,78.93,24446.6,2023-05-29 19:00:00
20,12066.93,11074.58,2312.25,75.27,25529.03,2023-05-29 20:00:00
21,12396.45,11361.08,2343.73,71.56,26172.83,2023-05-29 21:00:00
22,12301.75,11143.24,2211.85,65.04,25721.88,2023-05-29 22:00:00
23,11605.99,10638.41,2046.55,58.01,24348.97,2023-05-29 23:00:00
0,10819.31,10006.51,1904.36,52.12,22782.3,2023-05-30 00:00:00
1,10288.77,9595.09,1900.64,48.2,21832.69,2023-05-30 01:00:00
2,9950.59,9206.61,1841.43,45.78,21044.41,2023-05-30 02:00:00
3,9720.68,9054.88,1761.53,44.33,20581.42,2023-05-30 03:00:00
4,9711.42,9026.07,1746.85,43.62,20527.97,2023-05-30 04:00:00
5,9813.63,9251.05,1812.18,44.63,20921.48,2023-05-30 05:00:00
6,10275.5,9740.15,1904.06,47.85,21967.55,2023-05-30 06:00:00
7,10828.02,10303.9,1971.3,49.71,23152.94,2023-05-30 07:00:00
8,11176.11,10681.73,2104.99,50.18,24013.01,2023-05-30 08:00:00
9,11085.32,10949.88,2005.92,54.98,24096.1,2023-05-30 09:00:00
10,10675.4,11095.28,2000.94,66.67,23838.29,2023-05-30 10:00:00
11,9980.44,11513.77,2005.14,80.82,23580.17,2023-05-30 11:00:00
12,9502.42,11350.35,1795.93,85.44,22734.14,2023-05-30 12:00:00
13,9157.31,11073.37,1791.83,97.6,22120.1,2023-05-30 13:00:00
14,9158.24,10967.73,1848.04,84.69,22058.71,2023-05-30 14:00:00
15,9400.99,10986.99,1817.07,74.16,22279.2,2023-05-30 15:00:00
16,9832.89,10931.34,2038.56,77.25,22880.04,2023-05-30 16:00:00
17,10682.85,11000.19,2185.27,78.58,23946.89,2023-05-30 17:00:00
18,11284.3,11169.05,2247.12,80.28,24780.75,2023-05-30 18:00:00
19,12076.52,11448.74,2395.23,78.87,25999.36,2023-05-30 19:00:00
20,12540.28,11731.32,2387.71,75.35,26734.65,2023-05-30 20:00:00
21,12866.91,11951.55,2419.14,72.39,27309.98,2023-05-30 21:00:00
22,12747.18,11776.64,2339.02,66.55,26929.39,2023-05-30 22:00:00
23,12003.03,11151.52,2149.4,59.55,25363.5,2023-05-30 23:00:00
0,11214.36,10665.0,1995.56,53.73,23928.65,2023-05-31 00:00:00
1,10929.21,10093.71,1963.18,48.78,23034.88,2023-05-31 01:00:00
2,10639.45,9673.42,1906.15,46.15,22265.16,2023-05-31 02:00:00
3,10338.55,9489.38,1844.83,45.17,21717.93,2023-05-31 03:00:00
4,10198.34,9341.75,1831.76,44.94,21416.79,2023-05-31 04:00:00
5,10300.23,9463.72,1844.95,45.76,21654.67,2023-05-31 05:00:00
6,10676.9,9890.89,1912.15,48.0,22527.92,2023-05-31 06:00:00
7,11240.29,10387.88,1998.75,49.56,23676.47,2023-05-31 07:00:00
8,12008.56,11074.39,2033.48,46.0,25163.0,2023-05-31 08:00:00
9,11441.26,11879.03,1944.37,46.0,25311.0,2023-05-31 09:00:00
10,10853.47,12248.39,1930.37,66.0,25099.0,2023-05-31 10:00:00
11,10273.97,12173.24,1958.53,55.0,24461.0,2023-05-31 11:00:00
12,9584.27,12145.95,1935.34,67.34,23732.9,2023-05-31 12:00:00
13,9298.46,12042.33,1928.12,88.95,23357.85,2023-05-31 13:00:00
14,9190.09,12179.27,2111.83,69.61,23550.8,2023-05-31 14:00:00
15,9443.78,11762.79,2117.48,97.22,23421.27,2023-05-31 15:00:00
16,9905.23,11186.25,2118.24,99.99,23309.7,2023-05-31 16:00:00
17,10358.22,11269.83,2239.85,99.35,23967.25,2023-05-31 17:00:00
18,11651.17,11349.84,2395.07,80.39,25476.47,2023-05-31 18:00:00
19,12342.57,11580.39,2626.32,75.1,26624.39,2023-05-31 19:00:00
20,12770.33,11797.99,2809.77,72.45,27450.54,2023-05-31 20:00:00
21,13046.78,12117.79,2939.56,70.17,28174.3,2023-05-31 21:00:00
22,12934.8,11868.2,2751.55,64.61,27619.15,2023-05-31 22:00:00
23,12138.41,11263.98,2576.68,58.24,26037.31,2023-05-31 23:00:00
0,11295.84,10757.7,2403.35,52.45,24509.33,2023-06-01 00:00:00
1,10894.15,10201.06,2397.32,48.29,23540.81,2023-06-01 01:00:00
2,10533.64,9820.78,2334.39,46.12,22734.94,2023-06-01 02:00:00
3,10193.44,9574.08,2222.64,44.52,22034.68,2023-06-01 03:00:00
4,10077.91,9367.3,2182.43,44.36,21672.01,2023-06-01 04:00:00
5,10199.74,9541.27,2209.18,45.98,21996.17,2023-06-01 05:00:00
6,10638.52,10016.02,2313.22,47.74,23015.51,2023-06-01 06:00:00
7,11112.95,10435.14,2315.0,50.1,23913.2,2023-06-01 07:00:00
8,11446.59,10837.27,2207.72,52.45,24544.04,2023-06-01 08:00:00
9,11129.06,11441.24,2074.46,53.42,24698.18,2023-06-01 09:00:00
10,10662.51,11918.79,2027.43,60.51,24669.24,2023-06-01 10:00:00
11,10087.68,12151.97,2013.08,64.34,24317.08,2023-06-01 11:00:00
12,9538.69,11845.79,1915.0,90.93,23390.41,2023-06-01 12:00:00
13,9338.41,12074.55,1941.81,108.77,23463.54,2023-06-01 13:00:00
14,9456.17,11430.98,1943.13,101.9,22932.16,2023-06-01 14:00:00
15,9696.5,11098.97,1891.41,100.89,22787.77,2023-06-01 15:00:00
16,10283.9,11143.3,2280.19,115.27,23822.65,2023-06-01 16:00:00
17,11059.79,11068.05,2406.59,113.9,24648.32,2023-06-01 17:00:00
18,11714.53,11224.86,2437.13,84.29,25460.8,2023-06-01 18:00:00
19,12254.52,11276.89,2631.69,83.33,26246.43,2023-06-01 19:00:00
20,12884.05,11766.47,2783.75,79.26,27513.53,2023-06-01 20:00:00
21,13052.78,12197.24,2894.72,75.28,28220.01,2023-06-01 21:00:00
22,12887.32,11934.01,2778.2,68.76,27668.31,2023-06-01 22:00:00
23,12140.03,11343.94,2558.35,61.09,26103.41,2023-06-01 23:00:00
0,11346.16,10718.84,2397.17,55.27,24517.43,2023-06-02 00:00:00
1,10877.76,10250.98,2445.48,51.16,23625.38,2023-06-02 01:00:00
2,10483.31,9820.97,2347.89,48.12,22700.29,2023-06-02 02:00:00
3,10220.09,9553.61,2255.45,45.77,22074.92,2023-06-02 03:00:00
4,10071.17,9451.87,1884.19,45.34,21452.57,2023-06-02 04:00:00
5,10187.55,9663.56,1859.98,45.68,21756.76,2023-06-02 05:00:00
6,10593.22,9979.72,1888.99,46.93,22508.85,2023-06-02 06:00:00
7,11111.27,10454.25,1980.92,48.74,23595.18,2023-06-02 07:00:00
8,11637.81,10891.54,2178.86,51.75,24759.96,2023-06-02 08:00:00
9,11325.39,11336.63,2090.22,53.21,24805.46,2023-06-02 09:00:00
10,10561.61,11430.13,1945.93,55.79,23993.46,2023-06-02 10:00:00
11,9927.21,11310.53,1920.4,59.61,23217.75,2023-06-02 11:00:00
12,9713.13,11099.78,1775.14,64.02,22652.07,2023-06-02 12:00:00
13,9806.34,10647.11,1717.65,68.99,22240.09,2023-06-02 13:00:00
14,9771.2,10462.79,1555.96,74.12,21864.07,2023-06-02 14:00:00
15,10069.03,10184.75,1399.24,78.37,21731.39,2023-06-02 15:00:00
16,10682.79,10259.81,1298.75,82.7,22324.05,2023-06-02 16:00:00
17,11538.87,10691.48,1560.34,85.34,23876.03,2023-06-02 17:00:00
18,12132.48,11269.89,1894.03,87.4,25383.8,2023-06-02 18:00:00
19,12540.67,11580.1,2182.5,86.34,26389.61,2023-06-02 19:00:00
20,13015.84,11927.81,2253.48,81.25,27278.39,2023-06-02 20:00:00
21,13159.99,12240.05,2388.2,75.89,27864.13,2023-06-02 21:00:00
22,13003.89,12060.27,2376.76,69.11,27510.02,2023-06-02 22:00:00
23,12278.21,11499.59,2185.13,61.41,26024.35,2023-06-02 23:00:00
0,11522.36,10935.1,2024.89,55.24,24537.59,2023-06-03 00:00:00
1,11017.1,10339.82,2045.89,50.31,23453.11,2023-06-03 01:00:00
2,10463.17,9798.41,1954.62,46.51,22262.71,2023-06-03 02:00:00
3,10040.89,9456.7,1847.97,44.63,21390.19,2023-06-03 03:00:00
4,9868.65,9332.94,1782.15,43.62,21027.37,2023-06-03 04:00:00
5,9818.58,9249.35,1784.4,43.75,20896.08,2023-06-03 05:00:00
6,9948.05,9296.6,1828.6,44.47,21117.73,2023-06-03 06:00:00
7,9978.64,9196.65,1721.22,46.39,20942.9,2023-06-03 07:00:00
8,10308.68,9267.27,1615.28,49.95,21241.18,2023-06-03 08:00:00
9,9983.02,9739.6,1581.87,56.84,21361.34,2023-06-03 09:00:00
10,9644.82,9551.99,1623.62,96.64,20917.06,2023-06-03 10:00:00
11,9259.72,9369.17,1604.31,105.64,20338.84,2023-06-03 11:00:00
12,8987.15,9101.91,1453.64,114.2,19656.91,2023-06-03 12:00:00
13,8996.95,8857.68,1039.88,95.87,18990.38,2023-06-03 13:00:00
14,9019.63,8991.25,795.3,76.39,18882.57,2023-06-03 14:00:00
15,9544.34,9228.72,687.41,82.16,19542.63,2023-06-03 15:00:00
16,10549.34,9719.9,804.87,86.65,21160.76,2023-06-03 16:00:00
17,11284.17,10244.34,1173.69,91.84,22794.03,2023-06-03 17:00:00
18,11931.45,10934.86,1753.24,93.89,24713.44,2023-06-03 18:00:00
19,13007.17,11467.02,2105.41,91.91,26671.52,2023-06-03 19:00:00
20,13531.67,11791.34,2280.81,86.41,27690.23,2023-06-03 20:00:00
21,13444.33,11944.77,2374.21,79.47,27842.79,2023-06-03 21:00:00
22,13096.03,11684.0,2289.05,71.0,27140.07,2023-06-03 22:00:00
23,12335.15,11188.16,2123.78,63.52,25710.62,2023-06-03 23:00:00
0,11503.27,10589.04,2100.44,57.14,24249.88,2023-06-04 00:00:00
1,10869.66,10083.68,2003.08,51.52,23007.94,2023-06-04 01:00:00
2,10336.63,9659.82,1910.0,47.83,21954.28,2023-06-04 02:00:00
3,9967.33,9305.44,1798.04,45.74,21116.55,2023-06-04 03:00:00
4,9735.37,9070.68,1778.13,44.36,20628.53,2023-06-04 04:00:00
5,9607.41,9014.64,1749.59,44.2,20415.84,2023-06-04 05:00:00
6,9568.36,8954.08,1729.94,44.87,20297.26,2023-06-04 06:00:00
7,9443.04,9017.01,1654.31,46.42,20160.78,2023-06-04 07:00:00
8,9787.2,9072.6,1726.15,48.78,20634.72,2023-06-04 08:00:00
9,9423.36,9831.04,1807.5,51.03,21112.93,2023-06-04 09:00:00
10,9098.61,9793.51,1606.05,55.15,20553.32,2023-06-04 10:00:00
11,8797.47,9966.5,1467.3,61.92,20293.2,2023-06-04 11:00:00
12,8688.94,9630.64,1268.83,68.03,19656.45,2023-06-04 12:00:00
13,8857.05,9386.16,1224.73,75.7,19543.65,2023-06-04 13:00:00
14,9248.71,9135.13,1023.18,82.88,19489.9,2023-06-04 14:00:00
15,9929.48,9042.86,888.42,91.41,19952.17,2023-06-04 15:00:00
16,10841.78,9451.71,1107.12,92.97,21493.59,2023-06-04 16:00:00
17,11520.78,10285.83,1368.39,92.84,23267.83,2023-06-04 17:00:00
18,12511.64,11089.42,1747.02,95.5,25443.58,2023-06-04 18:00:00
19,13533.24,11732.17,2238.46,90.16,27594.03,2023-06-04 19:00:00
20,13900.59,12039.87,2368.04,83.52,28392.02,2023-06-04 20:00:00
21,13787.62,12119.67,2363.03,78.48,28348.81,2023-06-04 21:00:00
22,13419.17,11841.91,2276.69,71.31,27609.07,2023-06-04 22:00:00
23,12390.47,11219.54,2130.03,63.81,25803.85,2023-06-04 23:00:00
0,11412.05,10571.19,1956.76,57.38,23997.38,2023-06-05 00:00:00
1,10835.83,10011.75,2008.04,52.39,22908.01,2023-06-05 01:00:00
2,10409.91,9593.16,1871.12,49.14,21923.34,2023-06-05 02:00:00
3,10047.63,9405.06,1825.84,47.01,21325.54,2023-06-05 03:00:00
4,9909.7,9357.53,1834.21,45.91,21147.35,2023-06-05 04:00:00
5,9970.19,9388.71,1819.68,46.79,21225.36,2023-06-05 05:00:00
6,10313.02,9803.93,1872.17,48.68,22037.81,2023-06-05 06:00:00
7,10859.14,10282.61,1904.78,51.54,23098.06,2023-06-05 07:00:00
8,11471.23,10957.06,2027.35,54.53,24510.16,2023-06-05 08:00:00
9,11397.56,11724.15,1979.1,61.52,25162.33,2023-06-05 09:00:00
10,11027.56,12386.96,2005.36,65.22,25485.1,2023-06-05 10:00:00
11,10867.15,12597.21,1933.39,83.91,25481.65,2023-06-05 11:00:00
12,10606.97,12337.82,1826.43,102.63,24873.86,2023-06-05 12:00:00
13,11077.02,12265.45,1672.5,85.47,25100.43,2023-06-05 13:00:00
14,11577.07,11723.39,1513.69,88.53,24902.69,2023-06-05 14:00:00
15,11754.7,11423.83,1434.83,89.62,24702.97,2023-06-05 15:00:00
16,12288.94,11145.36,1453.5,91.0,24978.8,2023-06-05 16:00:00
17,12599.03,11071.39,1541.09,91.91,25303.42,2023-06-05 17:00:00
18,12893.41,11191.51,1910.34,93.25,26088.51,2023-06-05 18:00:00
19,13174.97,11356.83,2271.94,87.84,26891.58,2023-06-05 19:00:00
20,13091.43,11739.23,2404.96,82.36,27317.98,2023-06-05 20:00:00
21,13124.14,12039.21,2391.44,78.1,27632.89,2023-06-05 21:00:00
22,12785.04,11781.52,2292.93,72.45,26931.92,2023-06-05 22:00:00
23,11993.39,11246.1,2153.68,64.86,25458.02,2023-06-05 23:00:00
0,11227.57,10702.15,1940.82,58.39,23928.91,2023-06-06 00:00:00
1,10793.32,9766.26,1947.39,52.89,22559.85,2023-06-06 01:00:00
2,10497.49,9325.13,1883.53,49.34,21755.5,2023-06-06 02:00:00
3,10182.85,9224.23,1797.81,46.59,21251.49,2023-06-06 03:00:00
4,9936.81,9134.88,1766.4,45.4,20883.49,2023-06-06 04:00:00
5,10064.08,9214.48,1840.48,46.67,21165.72,2023-06-06 05:00:00
6,10487.11,9624.53,1954.22,49.01,22114.86,2023-06-06 06:00:00
7,11052.1,9914.84,1984.15,51.39,23002.47,2023-06-06 07:00:00
8,11777.29,10419.72,1932.24,53.38,24182.62,2023-06-06 08:00:00
9,11795.5,10411.51,2019.45,54.53,24280.99,2023-06-06 09:00:00
10,11558.66,10951.93,2078.81,56.42,24645.82,2023-06-06 10:00:00
11,11534.01,11627.82,2023.18,59.53,25244.54,2023-06-06 11:00:00
12,11155.25,11354.26,2017.32,62.4,24589.22,2023-06-06 12:00:00
13,11040.01,11057.98,1689.33,65.59,23852.91,2023-06-06 13:00:00
14,10829.46,10687.8,1449.4,69.87,23036.55,2023-06-06 14:00:00
15,10836.42,10852.77,1330.28,74.12,23093.59,2023-06-06 15:00:00
16,10953.36,10706.13,1390.31,77.6,23127.4,2023-06-06 16:00:00
17,11247.54,10980.06,1594.27,80.28,23902.15,2023-06-06 17:00:00
18,11774.06,11271.66,1839.55,82.13,24967.39,2023-06-06 18:00:00
19,12372.45,11568.84,2158.98,81.26,26181.53,2023-06-06 19:00:00
20,12551.32,11909.42,2337.75,76.94,26875.43,2023-06-06 20:00:00
21,12842.62,12088.27,2370.28,73.18,27374.34,2023-06-06 21:00:00
22,12687.44,11808.12,2292.43,66.5,26854.5,2023-06-06 22:00:00
23,11962.71,11284.0,2129.92,58.97,25435.6,2023-06-06 23:00:00
0,11240.81,10657.66,1954.28,53.16,23905.92,2023-06-07 00:00:00
1,10818.97,10192.45,1982.8,48.96,23043.18,2023-06-07 01:00:00
2,10469.78,9752.22,1951.04,46.48,22219.53,2023-06-07 02:00:00
3,10423.94,9508.87,1875.67,44.91,21853.39,2023-06-07 03:00:00
4,10418.17,9389.99,1831.75,44.71,21684.62,2023-06-07 04:00:00
5,10128.93,9508.97,1794.49,46.35,21478.74,2023-06-07 05:00:00
6,10423.52,9938.42,1844.83,48.64,22255.41,2023-06-07 06:00:00
7,10929.63,10515.17,1898.17,51.64,23394.6,2023-06-07 07:00:00
8,11281.32,10835.89,1945.51,53.89,24116.61,2023-06-07 08:00:00
9,11281.94,10952.57,2027.17,54.37,24316.05,2023-06-07 09:00:00
10,10953.7,11196.05,2066.92,53.33,24270.0,2023-06-07 10:00:00
11,10666.76,11479.72,2033.07,49.93,24229.47,2023-06-07 11:00:00
12,10145.87,11375.65,1989.11,51.83,23562.46,2023-06-07 12:00:00
13,10067.25,11517.23,1782.43,53.41,23420.32,2023-06-07 13:00:00
14,9875.96,11453.8,1576.74,56.33,22962.83,2023-06-07 14:00:00
15,9752.09,11064.29,1527.58,59.87,22403.82,2023-06-07 15:00:00
16,10167.94,10628.2,1347.1,60.59,22203.82,2023-06-07 16:00:00
17,11120.05,10777.74,1854.65,62.65,23815.1,2023-06-07 17:00:00
18,11248.17,10726.45,2068.02,60.32,24102.97,2023-06-07 18:00:00
19,11722.61,11044.23,2228.79,60.08,25055.7,2023-06-07 19:00:00
20,12140.11,11700.93,2278.02,59.82,26178.87,2023-06-07 20:00:00
21,12566.03,12061.07,2421.77,60.99,27109.86,2023-06-07 21:00:00
22,12626.1,11972.58,2398.99,58.13,27055.79,2023-06-07 22:00:00
23,11876.31,11482.94,2189.9,53.25,25602.4,2023-06-07 23:00:00
0,11217.73,10716.04,2133.13,48.88,24115.77,2023-06-08 00:00:00
1,10833.36,10171.72,2085.6,45.77,23136.45,2023-06-08 01:00:00
2,10520.15,9669.79,2017.72,43.79,22251.46,2023-06-08 02:00:00
3,10304.26,9374.37,1974.51,42.97,21696.11,2023-06-08 03:00:00
4,10014.04,9259.75,1892.37,42.93,21209.1,2023-06-08 04:00:00
5,10117.88,9432.55,1934.5,44.04,21528.97,2023-06-08 05:00:00
6,10478.6,9812.97,1925.85,46.79,22264.21,2023-06-08 06:00:00
7,11039.79,10083.36,1970.64,48.79,23142.58,2023-06-08 07:00:00
8,11459.92,10558.74,2277.74,49.1,24345.5,2023-06-08 08:00:00
9,11526.29,11180.73,2203.61,48.77,24959.39,2023-06-08 09:00:00
10,11192.05,11317.37,2169.81,49.88,24729.11,2023-06-08 10:00:00
11,10622.49,11439.77,1958.1,54.46,24074.82,2023-06-08 11:00:00
12,10156.79,10874.9,1800.02,56.28,22887.98,2023-06-08 12:00:00
13,10204.62,10445.64,1626.56,59.49,22336.31,2023-06-08 13:00:00
14,10305.39,10064.34,1507.41,65.43,21942.57,2023-06-08 14:00:00
15,10054.76,9914.01,1539.04,66.44,21574.26,2023-06-08 15:00:00
16,10804.42,10136.31,1615.03,70.58,22626.35,2023-06-08 16:00:00
17,11099.56,10515.66,1884.86,75.34,23575.42,2023-06-08 17:00:00
18,11690.11,11140.32,1939.64,78.24,24848.31,2023-06-08 18:00:00
19,12546.88,11535.94,2175.99,77.79,26336.6,2023-06-08 19:00:00
20,12829.4,11955.13,2314.17,74.72,27173.42,2023-06-08 20:00:00
21,13088.89,12251.31,2427.44,71.67,27839.31,2023-06-08 21:00:00
22,12966.09,12145.45,2412.63,66.95,27591.11,2023-06-08 22:00:00
23,12318.36,11588.78,2239.56,60.25,26206.95,2023-06-08 23:00:00
0,11504.54,11085.66,2066.35,54.54,24711.1,2023-06-09 00:00:00
1,11307.7,10417.62,2062.64,50.1,23838.07,2023-06-09 01:00:00
2,11352.26,9920.28,1978.42,46.93,23297.89,2023-06-09 02:00:00
3,10982.88,9578.81,1860.85,44.62,22467.16,2023-06-09 03:00:00
4,10756.2,9516.2,1868.82,44.14,22185.36,2023-06-09 04:00:00
5,10579.96,9653.25,1838.15,44.89,22116.24,2023-06-09 05:00:00
6,10698.36,9945.54,1886.7,46.76,22577.36,2023-06-09 06:00:00
7,11040.46,10265.44,1969.03,48.66,23323.6,2023-06-09 07:00:00
8,11285.6,10647.57,2149.63,49.22,24132.02,2023-06-09 08:00:00
9,11384.76,11462.01,2149.79,52.04,25048.6,2023-06-09 09:00:00
10,11318.63,11683.07,2183.79,56.12,25241.61,2023-06-09 10:00:00
11,10776.19,12169.35,2089.18,58.83,25093.55,2023-06-09 11:00:00
12,10058.06,11766.65,1948.55,60.98,23834.25,2023-06-09 12:00:00
13,9899.6,11665.86,1802.99,65.96,23434.4,2023-06-09 13:00:00
14,10037.38,11236.11,1715.31,72.55,23061.35,2023-06-09 14:00:00
15,10524.93,10909.33,1663.84,76.7,23174.79,2023-06-09 15:00:00
16,10442.35,10853.82,1810.76,78.52,23185.45,2023-06-09 16:00:00
17,10697.0,10648.38,1871.73,81.81,23298.92,2023-06-09 17:00:00
18,11300.19,10952.78,2020.27,84.23,24357.47,2023-06-09 18:00:00
19,12097.83,11363.51,2280.07,81.68,25823.09,2023-06-09 19:00:00
20,12551.03,11755.63,2330.14,76.84,26713.64,2023-06-09 20:00:00
21,12764.77,12047.42,2407.18,72.91,27292.28,2023-06-09 21:00:00
22,12665.34,11956.54,2370.55,66.76,27059.19,2023-06-09 22:00:00
23,11985.88,11441.03,2238.23,60.3,25725.45,2023-06-09 23:00:00
0,11345.87,10924.31,2114.08,54.68,24438.93,2023-06-10 00:00:00
1,10950.68,10309.81,2133.07,50.07,23443.62,2023-06-10 01:00:00
2,10454.45,9773.99,2026.13,47.14,22301.7,2023-06-10 02:00:00
3,10092.44,9450.18,1943.85,45.31,21531.78,2023-06-10 03:00:00
4,10014.7,9423.9,1897.09,44.28,21379.94,2023-06-10 04:00:00
5,10393.87,9268.59,1839.72,44.42,21546.6,2023-06-10 05:00:00
6,9986.25,9386.34,1833.86,45.18,21251.63,2023-06-10 06:00:00
7,10057.05,9313.73,1843.46,45.9,21260.15,2023-06-10 07:00:00
8,10419.34,9460.17,1925.42,46.77,21851.69,2023-06-10 08:00:00
9,10166.51,10556.68,1975.34,48.75,22747.27,2023-06-10 09:00:00
10,10318.41,10607.41,2079.61,51.31,23056.74,2023-06-10 10:00:00
11,9594.41,10655.33,1991.48,56.18,22297.39,2023-06-10 11:00:00
12,9102.08,10528.78,1952.75,61.29,21644.91,2023-06-10 12:00:00
13,8657.12,10315.87,1881.12,107.32,20961.43,2023-06-10 13:00:00
14,8511.13,9931.15,1888.06,97.72,20428.07,2023-06-10 14:00:00
15,8772.55,9650.4,1921.21,93.89,20438.06,2023-06-10 15:00:00
16,9183.28,9715.1,1921.19,88.85,20908.41,2023-06-10 16:00:00
17,9769.93,9833.68,1976.95,79.77,21660.33,2023-06-10 17:00:00
18,10239.37,10295.05,2195.31,76.6,22806.34,2023-06-10 18:00:00
19,10965.4,10560.81,2338.98,74.2,23939.39,2023-06-10 19:00:00
20,11438.15,10924.7,2529.14,71.05,24963.01,2023-06-10 20:00:00
21,11836.71,11146.81,2591.67,69.73,25644.91,2023-06-10 21:00:00
22,11835.09,11017.97,2413.81,64.96,25331.84,2023-06-10 22:00:00
23,11313.82,10621.5,2160.39,59.04,24154.74,2023-06-10 23:00:00
0,10683.94,10190.89,2041.91,54.36,22971.1,2023-06-11 00:00:00
1,10267.58,9754.85,1997.33,49.63,22069.39,2023-06-11 01:00:00
2,9883.34,9313.7,1972.25,46.81,21216.1,2023-06-11 02:00:00
3,9525.02,8998.6,1839.54,45.08,20408.24,2023-06-11 03:00:00
4,9272.28,8837.13,1800.86,44.1,19954.36,2023-06-11 04:00:00
5,9412.15,8772.96,1815.85,43.89,20044.85,2023-06-11 05:00:00
6,9592.61,8741.0,1750.74,44.38,20128.74,2023-06-11 06:00:00
7,9887.32,8701.05,1725.66,45.47,20359.5,2023-06-11 07:00:00
8,10066.04,8840.28,1698.68,60.08,20665.08,2023-06-11 08:00:00
9,9965.27,9276.08,1866.89,59.96,21168.2,2023-06-11 09:00:00
10,9501.61,9066.54,1700.89,84.86,20353.91,2023-06-11 10:00:00
11,8841.39,9750.31,1569.14,96.96,20257.8,2023-06-11 11:00:00
12,8364.57,10012.03,1413.09,88.09,19877.75,2023-06-11 12:00:00
13,7875.03,10022.72,1284.88,68.51,19251.14,2023-06-11 13:00:00
14,7794.53,9677.88,1286.61,63.43,18822.46,2023-06-11 14:00:00
15,8455.85,9589.52,1276.96,55.83,19378.16,2023-06-11 15:00:00
16,9377.12,9617.18,1461.31,57.06,20512.67,2023-06-11 16:00:00
17,10092.84,9969.75,1674.43,65.28,21802.3,2023-06-11 17:00:00
18,10860.64,10164.79,1784.97,61.9,22872.3,2023-06-11 18:00:00
19,11212.33,10437.53,2058.17,64.49,23772.52,2023-06-11 19:00:00
20,11572.28,10858.38,2223.17,64.16,24717.98,2023-06-11 20:00:00
21,11808.41,11097.78,2300.8,63.26,25270.25,2023-06-11 21:00:00
22,11729.5,11069.8,2288.04,58.82,25146.17,2023-06-11 22:00:00
23,11089.61,10575.4,2117.49,53.37,23835.87,2023-06-11 23:00:00
0,10400.49,10053.04,1977.93,49.12,22480.58,2023-06-12 00:00:00
1,10089.69,9832.24,2028.82,45.3,21996.06,2023-06-12 01:00:00
2,9688.34,9507.12,1950.84,43.08,21189.38,2023-06-12 02:00:00
3,9460.14,9335.78,1974.84,41.87,20812.63,2023-06-12 03:00:00
4,9619.3,9073.77,1872.18,41.89,20607.13,2023-06-12 04:00:00
5,9787.66,9196.42,1851.31,43.2,20878.6,2023-06-12 05:00:00
6,10268.44,9657.21,1899.21,46.37,21871.23,2023-06-12 06:00:00
7,10866.82,10119.19,1935.88,57.49,22979.37,2023-06-12 07:00:00
8,11293.27,10794.67,1952.79,69.66,24110.39,2023-06-12 08:00:00
9,10962.42,11030.07,1874.46,68.62,23935.58,2023-06-12 09:00:00
10,10631.91,11048.62,1814.9,68.83,23564.26,2023-06-12 10:00:00
11,10454.98,11338.34,1795.12,65.87,23654.31,2023-06-12 11:00:00
12,10204.47,11686.88,2010.83,68.52,23970.7,2023-06-12 12:00:00
13,9999.63,11895.36,1826.99,72.36,23794.35,2023-06-12 13:00:00
14,9631.46,11718.74,1700.87,88.04,23139.11,2023-06-12 14:00:00
15,9875.96,11194.27,1759.25,120.72,22950.19,2023-06-12 15:00:00
16,10177.96,11116.42,1800.02,109.19,23203.59,2023-06-12 16:00:00
17,10585.82,11069.34,1930.71,75.77,23661.64,2023-06-12 17:00:00
18,11506.85,11110.97,2197.55,108.66,24924.03,2023-06-12 18:00:00
19,12400.47,11317.69,2353.16,92.47,26163.79,2023-06-12 19:00:00
20,12751.52,11718.17,2450.07,72.32,26992.08,2023-06-12 20:00:00
21,13009.31,11987.67,2442.99,70.19,27510.15,2023-06-12 21:00:00
22,12906.46,11908.46,2377.85,65.18,27257.96,2023-06-12 22:00:00
23,12113.47,11295.44,2207.99,59.05,25675.94,2023-06-12 23:00:00
0,11352.29,10856.23,2092.5,53.2,24354.22,2023-06-13 00:00:00
1,10932.83,10101.35,2139.13,48.63,23221.95,2023-06-13 01:00:00
2,10467.7,9680.69,2030.75,45.87,22225.02,2023-06-13 02:00:00
3,10170.04,9441.53,1929.12,44.57,21585.26,2023-06-13 03:00:00
4,10039.4,9372.95,1879.88,44.14,21336.39,2023-06-13 04:00:00
5,10102.27,9415.75,1881.47,45.05,21444.53,2023-06-13 05:00:00
6,10507.85,9802.36,1918.01,47.32,22275.54,2023-06-13 06:00:00
7,11113.18,10249.51,1971.38,49.96,23384.03,2023-06-13 07:00:00
8,11870.78,10703.66,2116.53,53.68,24744.65,2023-06-13 08:00:00
9,11612.48,11142.51,2128.63,61.44,24945.07,2023-06-13 09:00:00
10,11284.28,11363.61,2287.33,65.11,25000.34,2023-06-13 10:00:00
